transaction_id,customer_id,transaction_date,total_amount,quantity,num_products,promotion_used
T96150,4266,2023-03-11,50.0,3,1,0
T96151,4266,2023-03-11,1252.69,1,3,0
T96152,4266,2023-03-18,608.63,2,2,1
T96148,4266,2023-05-18,585.22,4,1,1
T96167,4267,2023-01-14,1689.53,1,5,0
T96178,4267,2023-01-20,135.13,5,2,1
T96175,4267,2023-01-27,2539.69,5,3,0
T96166,4267,2023-02-02,943.95,4,3,0
T96177,4267,2023-02-04,1941.39,2,3,0
T96170,4267,2023-02-15,1495.91,1,3,0
T96176,4267,2023-02-18,1931.6,3,2,1
T96158,4267,2023-02-25,1281.36,5,5,1
T96155,4267,2023-02-27,758.99,6,5,1
T96168,4267,2023-02-27,256.37,4,3,0
T96173,4267,2023-03-08,917.58,4,3,0
T96157,4267,2023-03-14,453.64,4,1,0
T96171,4267,2023-03-14,3091.41,3,5,1
T96172,4267,2023-03-28,1006.15,2,1,1
T96156,4267,2023-04-05,1836.7,1,4,0
T96161,4267,2023-04-10,4277.19,2,1,0
T96154,4267,2023-04-19,391.98,4,4,0
T96165,4267,2023-05-07,4223.2,2,1,1
T96174,4267,2023-05-11,1015.92,6,3,1
T96164,4267,2023-05-17,1735.6,2,3,0
T96163,4267,2023-05-24,1285.96,2,3,0
T96160,4267,2023-05-28,3936.26,5,3,1
T96169,4267,2023-06-12,200.74,5,5,0
T96159,4267,2023-06-24,52.97,1,2,1
T96162,4267,2023-06-30,901.74,2,5,0
T96200,4268,2023-01-02,2077.03,1,3,1
T96188,4268,2023-01-08,1220.3,3,5,0
T96189,4268,2023-01-11,2103.64,6,1,0
T96192,4268,2023-01-12,1602.85,6,4,1
T96191,4268,2023-01-20,2815.18,5,4,0
T96190,4268,2023-01-24,201.11,4,5,1
T96194,4268,2023-01-29,154.72,6,2,1
T96198,4268,2023-02-03,862.49,2,5,1
T96204,4268,2023-02-09,150.34,2,5,0
T96184,4268,2023-03-01,607.05,3,4,1
T96193,4268,2023-03-07,1360.01,1,1,0
T96186,4268,2023-03-09,295.54,5,3,0
T96201,4268,2023-03-14,124.85,5,1,0
T96187,4268,2023-03-19,170.13,1,4,0
T96197,4268,2023-03-19,920.42,5,2,1
T96202,4268,2023-03-28,793.52,4,5,1
T96203,4268,2023-03-29,1142.06,5,2,0
T96180,4268,2023-04-01,1754.77,4,1,1
T96181,4268,2023-04-30,170.09,4,3,0
T96196,4268,2023-04-30,769.73,1,3,1
T96195,4268,2023-05-05,3186.72,4,3,1
T96179,4268,2023-05-12,1711.26,2,3,0
T96199,4268,2023-05-12,908.76,2,1,1
T96185,4268,2023-05-15,1229.34,3,4,1
T96183,4268,2023-05-22,123.6,2,1,0
T96182,4268,2023-06-18,765.23,2,2,0
T96205,4268,2023-06-23,1043.91,3,1,0
T96240,4269,2023-01-01,1272.42,1,1,0
T96223,4269,2023-01-03,2450.53,4,2,0
T96239,4269,2023-01-07,470.83,6,3,0
T96216,4269,2023-01-18,157.64,1,5,1
T96214,4269,2023-01-19,331.08,1,1,0
T96236,4269,2023-01-20,1881.81,5,5,0
T96219,4269,2023-01-21,335.23,6,5,1
T96237,4269,2023-01-22,1043.64,5,1,0
T96238,4269,2023-01-23,277.46,2,5,0
T96226,4269,2023-02-11,1076.77,5,1,1
T96209,4269,2023-02-20,108.17,1,4,1
T96211,4269,2023-02-20,192.68,1,5,1
T96230,4269,2023-02-27,530.86,2,3,0
T96232,4269,2023-03-06,1712.1,3,1,1
T96227,4269,2023-03-13,1584.17,3,4,0
T96207,4269,2023-03-16,302.34,6,3,1
T96208,4269,2023-03-23,357.07,1,1,1
T96228,4269,2023-03-25,1355.62,4,4,1
T96244,4269,2023-03-28,1031.4,4,2,0
T96217,4269,2023-03-29,934.13,6,3,0
T96243,4269,2023-03-29,603.78,1,3,0
T96242,4269,2023-04-05,1141.2,2,5,1
T96221,4269,2023-04-09,1118.1,2,4,1
T96225,4269,2023-04-12,1854.69,5,2,0
T96222,4269,2023-04-13,2329.97,4,5,0
T96206,4269,2023-04-14,853.96,1,2,0
T96233,4269,2023-04-21,156.25,1,2,0
T96210,4269,2023-04-29,1466.64,6,5,1
T96234,4269,2023-04-30,744.06,2,1,0
T96241,4269,2023-05-10,1824.67,1,4,1
T96224,4269,2023-05-14,508.52,6,4,1
T96218,4269,2023-05-17,3996.18,2,2,0
T96231,4269,2023-05-24,1728.17,1,3,0
T96213,4269,2023-05-25,2645.17,1,3,0
T96235,4269,2023-06-02,2438.91,5,3,1
T96212,4269,2023-06-03,1866.84,5,5,1
T96220,4269,2023-06-03,208.97,5,3,1
T96229,4269,2023-06-05,163.9,3,3,1
T96215,4269,2023-06-09,361.86,5,4,0
T96249,4270,2023-01-04,611.91,5,3,0
T96256,4270,2023-01-18,1069.15,6,2,0
T96258,4270,2023-01-18,1235.17,3,1,1
T96255,4270,2023-02-06,1402.6,6,4,0
T96252,4270,2023-02-23,792.56,1,5,0
T96257,4270,2023-03-03,74.82,1,3,1
T96251,4270,2023-03-26,1090.98,6,1,1
T96247,4270,2023-04-08,2229.23,2,3,1
T96246,4270,2023-04-13,1596.44,6,2,1
T96260,4270,2023-04-16,2072.22,6,5,0
T96259,4270,2023-04-28,63.67,5,1,0
T96245,4270,2023-05-02,50.0,2,4,0
T96248,4270,2023-05-02,56.62,5,1,0
T96250,4270,2023-05-11,2266.64,3,4,1
T96254,4270,2023-06-07,1603.65,2,1,0
T96253,4270,2023-06-29,109.3,6,4,0
T96265,4271,2023-01-01,411.05,5,1,1
T96271,4271,2023-01-02,3295.35,5,1,0
T96281,4271,2023-01-04,598.72,2,2,1
T96276,4271,2023-01-06,50.0,1,2,1
T96286,4271,2023-01-22,529.3,6,3,1
T96261,4271,2023-01-24,2441.62,1,5,1
T96285,4271,2023-01-25,408.17,4,1,0
T96264,4271,2023-01-27,614.56,5,1,0
T96279,4271,2023-01-27,75.7,4,3,0
T96283,4271,2023-02-01,1497.12,1,5,0
T96263,4271,2023-02-10,2264.07,2,2,0
T96277,4271,2023-02-13,1521.62,6,3,1
T96269,4271,2023-02-19,1105.76,4,1,0
T96266,4271,2023-03-08,794.22,3,1,0
T96267,4271,2023-03-09,981.86,5,4,0
T96272,4271,2023-03-12,885.76,4,1,0
T96275,4271,2023-03-24,2838.16,6,2,0
T96270,4271,2023-03-25,2324.29,1,2,1
T96284,4271,2023-03-28,348.53,4,1,0
T96280,4271,2023-04-01,1643.03,4,3,1
T96274,4271,2023-04-03,788.22,1,4,1
T96282,4271,2023-04-23,898.94,6,4,1
T96273,4271,2023-05-12,1517.64,5,2,1
T96262,4271,2023-05-25,908.29,2,1,1
T96278,4271,2023-06-11,823.03,3,3,1
T96268,4271,2023-06-28,1745.26,3,3,0
T96300,4272,2023-02-06,357.88,2,1,0
T96305,4272,2023-02-24,1235.58,6,4,1
T96306,4272,2023-02-26,2507.04,5,3,0
T96311,4272,2023-02-26,2830.35,5,1,1
T96288,4272,2023-03-03,4808.67,6,3,0
T96297,4272,2023-03-04,773.2,4,5,0
T96292,4272,2023-03-08,2512.58,6,1,0
T96309,4272,2023-03-08,1112.25,4,2,1
T96296,4272,2023-03-11,2836.7,6,4,0
T96302,4272,2023-03-12,2549.71,6,2,0
T96290,4272,2023-03-13,1132.39,1,3,1
T96289,4272,2023-03-18,541.11,1,1,1
T96294,4272,2023-03-22,252.31,4,5,1
T96293,4272,2023-04-05,3289.43,2,2,0
T96291,4272,2023-04-08,469.96,3,4,1
T96304,4272,2023-04-08,245.54,4,2,1
T96295,4272,2023-04-13,1273.91,3,5,1
T96310,4272,2023-04-22,146.59,1,1,1
T96303,4272,2023-04-23,1204.87,5,1,1
T96307,4272,2023-05-20,112.26,1,4,0
T96298,4272,2023-05-27,490.18,6,3,0
T96308,4272,2023-06-02,355.97,1,4,1
T96299,4272,2023-06-15,2832.92,2,4,1
T96301,4272,2023-06-23,278.47,5,5,1
T96287,4272,2023-06-28,1652.16,3,5,0
T96338,4273,2023-01-04,4302.55,4,5,0
T96323,4273,2023-01-06,230.65,1,2,1
T96341,4273,2023-01-09,2007.05,3,4,1
T96328,4273,2023-01-19,161.81,6,3,1
T96342,4273,2023-01-28,802.43,4,3,1
T96319,4273,2023-02-02,619.07,1,5,0
T96318,4273,2023-02-12,491.6,1,5,1
T96324,4273,2023-02-15,365.47,6,3,0
T96331,4273,2023-02-24,2173.74,6,3,1
T96313,4273,2023-03-02,1055.33,5,1,1
T96343,4273,2023-03-08,684.33,4,5,1
T96315,4273,2023-03-12,656.39,3,2,0
T96346,4273,2023-03-12,1472.81,4,4,1
T96337,4273,2023-03-24,986.45,1,4,1
T96345,4273,2023-03-27,727.33,1,2,0
T96322,4273,2023-03-29,1872.66,1,5,0
T96327,4273,2023-03-29,454.77,4,3,1
T96321,4273,2023-03-31,1516.56,3,5,0
T96340,4273,2023-04-05,1078.4,6,1,1
T96335,4273,2023-04-21,251.87,5,1,0
T96336,4273,2023-04-24,273.76,2,4,0
T96325,4273,2023-04-27,116.32,1,3,1
T96332,4273,2023-05-01,405.99,5,4,0
T96314,4273,2023-05-05,69.02,1,4,1
T96333,4273,2023-05-06,517.07,4,5,1
T96317,4273,2023-05-28,1983.61,4,4,0
T96320,4273,2023-06-02,1228.17,3,3,1
T96326,4273,2023-06-04,2329.26,1,2,0
T96344,4273,2023-06-07,613.92,3,5,0
T96330,4273,2023-06-11,70.63,4,1,0
T96316,4273,2023-06-18,260.18,5,2,0
T96329,4273,2023-06-22,447.63,1,4,1
T96334,4273,2023-06-24,3382.91,1,4,0
T96312,4273,2023-06-27,1078.59,1,1,0
T96339,4273,2023-06-28,2777.35,3,3,1
T96363,4274,2023-01-04,701.04,3,2,1
T96348,4274,2023-01-26,1029.63,5,2,0
T96352,4274,2023-01-30,1403.9,5,2,1
T96354,4274,2023-02-19,50.0,4,2,1
T96350,4274,2023-02-25,1221.68,6,5,0
T96351,4274,2023-02-28,1947.85,5,5,0
T96353,4274,2023-04-06,1783.52,4,5,0
T96347,4274,2023-04-19,2067.58,6,4,1
T96360,4274,2023-04-20,239.94,4,2,1
T96359,4274,2023-04-21,1858.71,3,2,0
T96356,4274,2023-05-01,2605.19,2,2,0
T96357,4274,2023-05-03,2208.98,3,4,1
T96358,4274,2023-05-12,1571.9,4,4,0
T96355,4274,2023-05-21,2422.89,1,2,0
T96364,4274,2023-05-30,378.93,6,1,1
T96349,4274,2023-06-07,2438.59,1,4,1
T96362,4274,2023-06-08,410.55,2,5,0
T96361,4274,2023-06-23,58.56,5,5,0
T96365,4274,2023-06-28,2454.41,4,3,1
T96390,4275,2023-01-09,103.23,2,3,1
T96373,4275,2023-01-16,59.92,6,1,0
T96380,4275,2023-01-16,501.22,6,1,0
T96371,4275,2023-01-17,2214.19,6,2,0
T96375,4275,2023-01-21,2070.76,1,3,0
T96366,4275,2023-02-05,4002.63,6,4,0
T96370,4275,2023-02-06,2467.26,2,3,0
T96386,4275,2023-02-11,647.76,4,4,1
T96379,4275,2023-02-12,2395.87,6,5,0
T96367,4275,2023-02-22,1767.76,2,3,1
T96384,4275,2023-02-25,2114.97,5,2,0
T96383,4275,2023-03-05,50.0,2,4,0
T96368,4275,2023-03-25,776.91,6,5,1
T96388,4275,2023-03-25,936.07,4,1,0
T96376,4275,2023-04-01,3266.32,1,2,0
T96374,4275,2023-04-20,2750.72,5,5,1
T96382,4275,2023-05-01,910.34,4,4,0
T96369,4275,2023-05-03,189.06,6,5,0
T96381,4275,2023-05-05,772.15,6,4,0
T96378,4275,2023-05-11,1287.29,4,2,1
T96385,4275,2023-05-15,3454.59,4,2,0
T96389,4275,2023-05-17,513.06,2,3,0
T96372,4275,2023-05-21,212.51,3,1,0
T96377,4275,2023-05-23,531.57,4,1,0
T96387,4275,2023-06-08,1133.48,3,3,1
T96397,4276,2023-01-18,2602.51,2,1,0
T96391,4276,2023-01-21,881.1,1,3,1
T96395,4276,2023-01-23,1071.47,6,3,0
T96394,4276,2023-02-01,924.61,3,4,0
T96398,4276,2023-02-26,191.39,5,2,0
T96402,4276,2023-03-02,179.66,5,4,0
T96393,4276,2023-03-12,1267.85,4,4,0
T96392,4276,2023-03-17,335.83,6,3,1
T96396,4276,2023-05-16,1104.78,2,2,0
T96399,4276,2023-06-16,1965.79,1,2,1
T96400,4276,2023-06-23,3713.99,5,4,1
T96401,4276,2023-06-27,1533.2,2,1,0
T96412,4277,2023-01-23,2384.54,6,4,0
T96407,4277,2023-03-10,2059.39,5,5,0
T96403,4277,2023-04-18,2278.47,3,3,1
T96406,4277,2023-04-22,799.44,6,3,0
T96411,4277,2023-04-24,2724.54,5,4,1
T96408,4277,2023-05-02,200.7,4,5,1
T96413,4277,2023-05-11,1510.71,4,5,1
T96409,4277,2023-05-13,1031.53,6,4,0
T96410,4277,2023-05-21,962.85,6,4,0
T96405,4277,2023-06-07,2383.09,1,5,1
T96404,4277,2023-06-29,1883.09,2,5,0
T96428,4278,2023-01-11,50.0,1,5,1
T96418,4278,2023-01-13,3343.68,5,4,0
T96438,4278,2023-01-16,451.76,2,4,0
T96424,4278,2023-01-21,183.69,4,2,0
T96415,4278,2023-02-08,1972.49,3,2,0
T96427,4278,2023-02-09,3858.92,6,4,1
T96419,4278,2023-02-19,717.6,1,4,1
T96417,4278,2023-02-27,2035.27,5,1,0
T96431,4278,2023-03-08,1443.92,1,4,1
T96423,4278,2023-03-23,2252.77,4,3,1
T96422,4278,2023-04-03,288.43,5,2,0
T96426,4278,2023-04-18,2253.0,4,4,0
T96430,4278,2023-04-30,1442.34,1,2,1
T96414,4278,2023-05-13,230.63,6,5,1
T96420,4278,2023-05-13,1637.47,5,3,0
T96435,4278,2023-05-18,577.21,1,4,0
T96437,4278,2023-05-19,2029.94,3,3,0
T96429,4278,2023-05-26,2232.73,4,2,1
T96416,4278,2023-05-28,1143.08,1,4,0
T96436,4278,2023-06-03,3320.53,3,2,1
T96433,4278,2023-06-16,647.69,1,1,1
T96434,4278,2023-06-19,560.21,6,2,1
T96421,4278,2023-06-20,4332.22,1,2,1
T96425,4278,2023-06-20,50.0,5,4,0
T96432,4278,2023-06-24,738.58,4,4,1
T96442,4279,2023-04-15,115.7,2,1,1
T96439,4279,2023-04-24,1619.09,2,4,1
T96440,4279,2023-05-30,1282.23,3,1,1
T96443,4279,2023-06-27,1445.33,6,5,0
T96441,4279,2023-06-29,2244.84,5,5,0
T96444,4280,2023-01-05,337.14,6,4,0
T96458,4280,2023-01-24,842.17,3,5,0
T96446,4280,2023-02-11,1467.93,1,3,0
T96455,4280,2023-04-02,1319.78,2,3,0
T96452,4280,2023-05-12,1473.36,6,3,0
T96451,4280,2023-05-13,50.0,5,1,1
T96453,4280,2023-05-14,69.31,4,5,0
T96457,4280,2023-05-14,419.85,2,5,0
T96456,4280,2023-05-24,574.02,6,5,0
T96447,4280,2023-05-31,2703.91,6,3,0
T96459,4280,2023-06-02,2275.48,1,5,0
T96445,4280,2023-06-05,331.85,1,2,1
T96450,4280,2023-06-09,2025.57,4,2,0
T96454,4280,2023-06-16,336.32,1,4,1
T96449,4280,2023-06-20,751.78,6,1,0
T96448,4280,2023-06-23,870.88,1,5,1
T96470,4281,2023-01-08,592.41,6,3,0
T96492,4281,2023-01-14,460.82,6,3,0
T96463,4281,2023-01-18,705.77,1,5,0
T96479,4281,2023-01-23,357.5,4,1,1
T96477,4281,2023-01-25,827.28,2,2,1
T96472,4281,2023-02-05,840.75,4,4,0
T96469,4281,2023-02-21,2168.56,2,2,1
T96476,4281,2023-02-26,509.28,1,3,0
T96480,4281,2023-02-28,1200.65,4,1,1
T96485,4281,2023-03-13,4762.17,2,5,0
T96488,4281,2023-03-20,3011.21,1,3,0
T96460,4281,2023-03-27,666.15,2,2,0
T96473,4281,2023-03-30,362.28,1,1,0
T96461,4281,2023-04-01,913.41,3,1,0
T96484,4281,2023-04-03,780.18,5,1,1
T96490,4281,2023-04-08,878.65,1,3,0
T96486,4281,2023-04-10,958.74,2,4,1
T96464,4281,2023-04-14,50.0,3,3,1
T96465,4281,2023-04-15,2185.19,1,4,1
T96483,4281,2023-04-15,364.59,6,3,1
T96462,4281,2023-04-16,206.33,5,1,1
T96489,4281,2023-04-16,1215.64,3,1,0
T96475,4281,2023-04-20,455.98,5,5,1
T96467,4281,2023-04-22,3029.2,2,3,1
T96487,4281,2023-04-24,2015.16,3,1,1
T96468,4281,2023-04-29,531.24,1,4,0
T96481,4281,2023-05-08,1691.24,5,4,1
T96491,4281,2023-05-16,1735.5,3,2,0
T96493,4281,2023-05-16,4317.1,4,5,0
T96466,4281,2023-05-22,278.07,5,3,0
T96474,4281,2023-05-24,468.1,6,1,0
T96482,4281,2023-06-13,335.35,5,3,0
T96471,4281,2023-06-16,198.89,1,4,0
T96478,4281,2023-06-22,163.93,5,1,0
T96510,4282,2023-01-01,590.73,5,2,1
T96505,4282,2023-01-09,791.36,6,3,1
T96517,4282,2023-01-16,4543.4,4,2,0
T96531,4282,2023-01-16,898.75,4,3,1
T96497,4282,2023-01-19,285.16,3,2,1
T96494,4282,2023-01-23,774.08,5,1,0
T96529,4282,2023-01-27,1618.14,3,5,1
T96512,4282,2023-02-04,577.23,6,1,0
T96502,4282,2023-02-07,2323.81,4,3,1
T96527,4282,2023-02-16,437.06,5,5,0
T96514,4282,2023-02-17,1019.41,3,4,0
T96518,4282,2023-02-26,158.55,5,5,1
T96499,4282,2023-03-02,516.63,1,5,1
T96495,4282,2023-03-04,3162.21,3,5,0
T96525,4282,2023-03-08,381.35,5,3,0
T96530,4282,2023-03-09,161.63,6,3,1
T96503,4282,2023-03-15,330.03,3,1,1
T96507,4282,2023-03-21,922.61,2,1,1
T96506,4282,2023-03-28,1075.88,3,2,0
T96528,4282,2023-04-02,698.49,5,2,0
T96516,4282,2023-04-04,5519.95,2,3,1
T96511,4282,2023-04-08,1145.09,3,5,0
T96501,4282,2023-04-12,50.0,1,2,0
T96521,4282,2023-04-15,253.86,4,4,0
T96524,4282,2023-04-25,198.74,4,1,1
T96509,4282,2023-05-03,649.49,3,3,1
T96508,4282,2023-05-06,3473.59,6,2,1
T96519,4282,2023-05-08,722.03,1,3,1
T96513,4282,2023-05-11,1122.1,2,2,1
T96500,4282,2023-05-15,558.34,2,5,1
T96520,4282,2023-05-16,658.56,6,3,0
T96504,4282,2023-05-28,2089.98,2,5,1
T96496,4282,2023-06-02,1711.48,2,1,0
T96498,4282,2023-06-05,299.23,2,4,0
T96522,4282,2023-06-09,1633.85,6,5,0
T96526,4282,2023-06-10,2317.4,6,4,0
T96515,4282,2023-06-13,1790.21,2,4,1
T96532,4282,2023-06-20,139.39,1,3,0
T96523,4282,2023-06-22,4151.02,5,3,0
T96537,4283,2023-02-02,1301.41,1,1,0
T96539,4283,2023-04-14,1351.69,4,5,1
T96538,4283,2023-04-23,1028.52,5,5,0
T96534,4283,2023-06-02,324.47,5,4,0
T96535,4283,2023-06-11,1572.23,4,3,0
T96536,4283,2023-06-14,195.97,6,5,0
T96533,4283,2023-06-21,437.24,1,1,0
T96550,4284,2023-01-14,516.77,2,3,1
T96551,4284,2023-01-16,947.39,4,4,1
T96548,4284,2023-01-17,558.84,5,1,1
T96557,4284,2023-01-17,266.52,6,1,1
T96544,4284,2023-02-03,1427.4,1,3,1
T96552,4284,2023-02-09,173.33,2,4,1
T96559,4284,2023-02-13,381.96,6,2,0
T96555,4284,2023-02-16,4963.73,2,3,1
T96541,4284,2023-02-18,916.6,5,5,0
T96562,4284,2023-02-28,163.08,3,5,0
T96549,4284,2023-03-03,2066.54,1,3,0
T96558,4284,2023-03-06,819.82,3,4,0
T96553,4284,2023-03-16,2332.75,1,5,1
T96545,4284,2023-03-17,461.15,4,3,1
T96561,4284,2023-03-24,2240.57,4,5,0
T96546,4284,2023-04-10,3907.39,5,5,1
T96543,4284,2023-04-21,1958.95,3,3,1
T96547,4284,2023-04-22,75.2,3,2,0
T96560,4284,2023-04-23,1234.76,5,3,1
T96556,4284,2023-05-07,96.27,1,5,0
T96540,4284,2023-06-17,2510.59,3,5,0
T96542,4284,2023-06-17,1530.16,4,3,1
T96554,4284,2023-06-22,3211.17,1,4,1
T96586,4285,2023-01-01,886.59,5,1,0
T96564,4285,2023-01-02,6086.47,2,4,0
T96582,4285,2023-01-05,736.27,4,2,0
T96572,4285,2023-01-12,776.11,4,3,0
T96567,4285,2023-01-22,1065.53,1,3,1
T96569,4285,2023-01-29,1938.81,5,1,1
T96578,4285,2023-02-22,508.67,1,2,0
T96571,4285,2023-02-24,1365.5,1,5,0
T96584,4285,2023-02-28,154.65,5,2,1
T96580,4285,2023-03-08,3100.26,4,3,0
T96565,4285,2023-03-24,718.36,6,5,1
T96581,4285,2023-03-28,1312.89,4,1,1
T96574,4285,2023-03-29,3633.61,6,3,0
T96579,4285,2023-04-09,470.3,1,3,1
T96585,4285,2023-04-20,3446.97,3,5,1
T96563,4285,2023-04-28,50.0,3,3,1
T96566,4285,2023-05-02,85.09,4,1,0
T96576,4285,2023-05-02,1185.23,5,4,1
T96577,4285,2023-05-14,1052.26,3,3,1
T96587,4285,2023-05-30,487.91,1,3,0
T96573,4285,2023-06-07,1160.33,6,2,1
T96570,4285,2023-06-20,1010.79,4,1,0
T96583,4285,2023-06-21,1315.76,6,5,1
T96575,4285,2023-06-26,5260.46,1,1,1
T96568,4285,2023-06-29,1679.0,1,5,1
T96596,4286,2023-01-07,243.03,5,1,0
T96597,4286,2023-01-10,3282.22,2,2,0
T96622,4286,2023-01-26,666.23,2,2,1
T96612,4286,2023-02-03,936.72,1,4,1
T96623,4286,2023-02-03,378.2,6,5,0
T96607,4286,2023-02-07,124.29,5,5,0
T96621,4286,2023-02-13,661.1,4,2,0
T96588,4286,2023-02-14,50.0,4,5,1
T96602,4286,2023-02-14,1380.7,5,4,1
T96600,4286,2023-02-27,2908.75,3,3,0
T96604,4286,2023-03-02,342.08,5,5,0
T96608,4286,2023-03-04,7449.47,3,2,1
T96592,4286,2023-03-10,485.38,4,3,1
T96594,4286,2023-03-12,1009.1,5,5,1
T96591,4286,2023-03-14,981.2,4,5,0
T96620,4286,2023-03-14,1383.09,2,2,0
T96617,4286,2023-03-15,871.8,2,4,0
T96601,4286,2023-03-16,1036.3,1,5,0
T96598,4286,2023-03-17,641.97,6,3,0
T96590,4286,2023-03-19,4190.79,1,2,1
T96618,4286,2023-03-21,853.29,1,4,0
T96614,4286,2023-03-25,230.47,1,3,1
T96599,4286,2023-04-06,1175.26,2,3,1
T96613,4286,2023-04-08,536.29,5,3,0
T96606,4286,2023-04-09,767.34,4,5,1
T96589,4286,2023-04-12,1356.74,5,3,1
T96624,4286,2023-04-12,500.29,2,1,0
T96593,4286,2023-05-20,650.23,1,1,0
T96616,4286,2023-05-20,482.38,6,2,0
T96610,4286,2023-05-21,1125.26,6,4,0
T96605,4286,2023-05-23,3954.53,3,5,1
T96609,4286,2023-06-06,1259.86,4,3,1
T96603,4286,2023-06-09,1203.49,3,5,0
T96595,4286,2023-06-10,1400.61,4,4,0
T96625,4286,2023-06-13,1491.54,2,2,0
T96615,4286,2023-06-21,1996.56,5,2,0
T96611,4286,2023-06-26,2980.67,1,2,0
T96619,4286,2023-06-28,1618.32,3,5,1
T96644,4287,2023-01-02,1305.5,1,3,1
T96637,4287,2023-01-06,370.8,5,5,0
T96628,4287,2023-01-11,851.58,2,3,0
T96642,4287,2023-01-21,1159.37,6,1,0
T96660,4287,2023-01-22,381.55,1,4,1
T96636,4287,2023-01-25,83.22,2,4,0
T96627,4287,2023-01-26,62.88,5,3,0
T96647,4287,2023-01-28,3783.53,1,3,1
T96657,4287,2023-01-29,50.0,2,4,1
T96658,4287,2023-01-30,1039.75,5,2,1
T96635,4287,2023-02-02,506.89,4,1,0
T96648,4287,2023-02-09,222.75,4,1,0
T96655,4287,2023-02-21,1411.33,5,3,0
T96656,4287,2023-03-05,905.81,1,4,1
T96652,4287,2023-03-08,1863.92,6,2,1
T96651,4287,2023-03-17,2220.57,5,3,0
T96646,4287,2023-03-23,1568.84,1,5,1
T96633,4287,2023-03-29,3796.92,1,2,0
T96654,4287,2023-04-01,1470.02,5,5,0
T96630,4287,2023-04-14,138.89,3,3,1
T96634,4287,2023-04-14,50.0,3,2,1
T96650,4287,2023-04-17,226.7,2,3,1
T96653,4287,2023-04-18,1316.18,5,1,0
T96659,4287,2023-04-28,591.44,2,5,1
T96631,4287,2023-04-29,132.99,5,5,1
T96639,4287,2023-05-01,700.33,6,2,1
T96632,4287,2023-05-03,1322.27,5,1,1
T96640,4287,2023-05-15,541.8,1,1,1
T96643,4287,2023-05-16,1028.93,1,2,0
T96649,4287,2023-05-17,3629.09,2,1,1
T96626,4287,2023-06-04,991.57,6,1,0
T96645,4287,2023-06-06,1891.26,2,1,0
T96641,4287,2023-06-10,283.89,6,4,0
T96629,4287,2023-06-14,3722.5,3,2,1
T96638,4287,2023-06-18,970.32,5,3,0
T96663,4288,2023-01-03,1036.3,3,2,0
T96668,4288,2023-01-03,187.52,2,4,1
T96679,4288,2023-01-16,218.92,5,4,1
T96664,4288,2023-02-01,4014.66,4,5,0
T96677,4288,2023-02-01,435.32,3,3,1
T96681,4288,2023-02-05,930.32,1,3,0
T96671,4288,2023-02-16,876.4,6,3,1
T96667,4288,2023-02-23,453.41,1,3,0
T96674,4288,2023-03-01,618.45,5,4,1
T96665,4288,2023-03-04,654.85,3,4,1
T96666,4288,2023-03-06,221.11,6,1,1
T96678,4288,2023-03-12,5575.45,3,4,1
T96661,4288,2023-03-19,808.3,5,1,1
T96669,4288,2023-03-27,1385.75,1,5,1
T96672,4288,2023-03-29,3083.25,6,1,1
T96675,4288,2023-05-01,272.48,6,2,0
T96680,4288,2023-05-01,50.0,2,2,1
T96670,4288,2023-05-13,208.54,4,4,0
T96662,4288,2023-05-16,2261.51,2,2,1
T96673,4288,2023-06-05,682.7,2,1,1
T96676,4288,2023-06-24,1681.88,6,1,0
T96689,4289,2023-01-10,50.0,6,5,1
T96690,4289,2023-01-21,444.27,3,4,1
T96687,4289,2023-01-30,507.43,3,2,0
T96691,4289,2023-02-08,2064.86,5,2,1
T96684,4289,2023-02-16,721.01,6,4,1
T96685,4289,2023-02-19,342.54,2,5,0
T96686,4289,2023-04-26,4586.83,4,2,1
T96683,4289,2023-05-02,553.79,2,1,0
T96682,4289,2023-06-13,85.33,4,5,0
T96688,4289,2023-06-22,187.57,1,1,0
T96695,4290,2023-02-18,505.16,5,3,1
T96696,4290,2023-03-02,1148.5,1,2,1
T96692,4290,2023-03-30,338.73,6,3,0
T96693,4290,2023-05-12,1095.69,6,1,0
T96694,4290,2023-06-18,5424.55,1,2,1
T96705,4291,2023-01-18,695.0,6,5,1
T96699,4291,2023-02-01,3679.09,2,1,1
T96712,4291,2023-02-09,1230.75,2,2,0
T96716,4291,2023-02-12,428.47,1,1,0
T96707,4291,2023-02-21,1213.68,3,4,0
T96711,4291,2023-02-23,241.05,4,3,0
T96701,4291,2023-03-08,50.0,4,4,1
T96703,4291,2023-03-14,50.0,4,2,0
T96713,4291,2023-03-16,193.63,2,2,0
T96715,4291,2023-03-17,1990.72,5,1,0
T96708,4291,2023-03-21,12763.66,5,1,1
T96698,4291,2023-03-27,1082.56,5,5,0
T96704,4291,2023-04-07,544.2,6,5,0
T96702,4291,2023-04-10,50.0,3,3,1
T96700,4291,2023-04-17,1849.74,5,5,0
T96697,4291,2023-05-09,1098.13,4,5,1
T96717,4291,2023-05-22,219.58,1,3,0
T96714,4291,2023-06-04,1348.61,4,1,1
T96709,4291,2023-06-05,1896.09,3,4,0
T96710,4291,2023-06-20,2480.92,6,2,0
T96706,4291,2023-06-28,1975.38,5,3,0
T96719,4292,2023-01-15,1998.83,6,2,0
T96724,4292,2023-01-17,2388.79,6,3,0
